INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022
Escola Pública,ALUNO-41,11,0,1D,Não,7.460002,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,8.3,7.5,7.25,7.5,7.75,5,2,C,Escola Pública,Veterano,Ágata,6.1,0,5,7.5,6.8,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.8,5,Nível 3 (7o e 8o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-42,,,,,,,,,,,,,,,,,,0,J,Escola Pública,Ingressante,Ágata,6.802,10,6.7,7.5,4,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6,10,ALFA  (2o e 3o ano),0,0,E,2021,Não,4.2797659047619,849,189,5,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,3.14880952380952,7.5,2.5,2.16666666666667,2.83333333333333,,2,0,Não avaliado,Não avaliado,,,Não,Não,2.50001,10,ALFA  (2º e 3º ano)
Escola Pública,ALUNO-43,13,2,4F,Não,7.805209,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,7.5,7.5,7,7.96875,8.04167,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-44,9,0,1M,Não,6.218335,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,6.8,7.5,0,6.25,7.916665,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-45,11,1,1G,Não,6.631252,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,1,7.5,10,7.8125,7.75,5,,,,,,,,,,,,,,,,,,,,,2,F,2022,Não,6.730556,576,93,16,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91668,9.16666666666667,6.25,5,4,6,,3,6.25,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.77777333333333,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-46,8,0,0C,Não,6.966669,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,10,7.5,0,7.5,7.583335,10,0,P,Escola Pública,Veterano,Topázio,8.471,8.5,10,7.5,6.9,8.1,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.4,10,ALFA  (2o e 3o ano),0,1,K,2020,Não,7.39843656140351,362,94,7,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,9.08245614035088,7.5,5,3.66666666666667,6.33333333333333,,3,6.04166666666667,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.88888333333333,10,Fase 1 (4º ano)
,ALUNO-47,,,,,,,,,,,,,,,,,,1,A,Escola Pública,Ingressante,Ágata,6.056,8.5,6.3,7.5,4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.8,5,Nível 2 (5o e 6o ano),-1,1,C,2021,Não,7.65278,254,66,4,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,10,7.5,7.41666666666667,7.33333333333333,7.5,,3,6.25,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Não,7.22222333333333,5,Fase 2 (5º e 6º ano)
,ALUNO-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,F,2022,Não,3.91488128571428,855,59,4,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.41667,3.80357142857143,6.25,0,0,0,,4,5.625,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Não,4.625,5,Fase 6 (2º EM)
,ALUNO-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,O,2022,Não,8.33958633333333,54,14,1,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,10,7.5,8.16666666666667,7.83333333333333,8.5,,2,6.5625,Promovido de Fase,Promovido de Fase,,,Não,Sim,9.250005,5,Fase 1 (4º ano)
,ALUNO-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,E,2022,Não,4.96639363064145,823,128,12,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,4.63058009765171,7.5,3.05555555555556,4.33333333333333,4.66666666666667,0.166666666666667,4,5.625,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Não,5.5833325,10,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-51,8,1,0D,Não,8.955835,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.8,7.5,10,8.125,7.416665,10,1,F,Escola Pública,Ingressante,Ametista,8.051,9,9.2,7.5,5.4,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.6,10,Nível 1 (4o ano),0,1,F,2019,Não,6.95319032183908,504,131,6,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,9.20344827586207,7.5,5.08333333333333,4.66666666666667,5.5,,2,5.625,Mantido na Fase atual,Promovido de Fase,,,Não,Não,6.91666,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-52,10,2,2F,Não,8.18111266666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.6,6.25,7,7.91666666666666,8.22222,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Einstein,ALUNO-53,15,4,5X,,8.69666799999999,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,10,7.5,8.2,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-54,,,,,,,,,,,,,,,,,,3,B,Escola Pública,Ingressante,Ágata,6.388,7.5,5.8,7.5,4.1,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.8,10,Nível 3 (7o e 8o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-55,17,3,6C,Sim,6.87812516666666,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,9,7.5,6.33333333333333,8.28125,8.66666749999999,5,7,A,Rede Decisão,Veterano,Ametista,8.219,9.6,8.9,8.1,7.6,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sim,9.2,5,Nível 8 (Universitários),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-56,,,,,,,,,,,,,,,,,,6,A,Escola Pública,Ingressante,Ágata,6.777,8.8,7.5,5.6,5.5,7.8,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.2,5,Nível 7 (3o EM),-1,7,A,2021,Não,3.03657337908497,861,23,15,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,3.59779411764706,5,0.444444444444444,0.5,0.833333333333333,0,4,3.28125,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Não,4.50000333333333,5,Fase 8 (Universitários)
Rede Decisão/União,ALUNO-57,16,2,6B,Não,7.31166716666666,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,7.1,6.25,5.83333333333333,7.5,7.5833325,10,7,A,Rede Decisão,Veterano,Ametista,7.213,8.3,6.9,6.3,6,7.7,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,7,10,Nível 7 (3o EM),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,M,2022,Não,7.30515806349206,386,45,2,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,7.99107142857143,7.5,6.88888888888889,5.33333333333333,7.66666666666667,7.66666666666667,4,8.125,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Sim,Não,7.374995,5,Fase 4 (9º ano)
Escola Pública,ALUNO-59,13,0,3E,Não,6.56305566666666,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,3.6,7.5,6,7.29166666666666,6.44443999999999,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-60,17,4,5F,Não,7.67958233333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.7,6.875,6.66666666666666,8.4375,8.124995,5,6,C,Rede Decisão,Veterano,Ametista,6.956,7.9,7.5,6.9,6.1,7.2,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.7,5,Nível 8 (Universitários),-2,7,A,2016,Não,5.78313294771242,753,18,10,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,4.12990196078431,5.625,4.04444444444444,2.66666666666667,3.46666666666667,6,4,7.96875,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Sim,Não,7.27777333333333,5,Fase 8 (Universitários)
Escola Pública,ALUNO-61,10,0,1N,Não,5.60416866666666,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,6.5,7.5,0,6.875,7.33333333333333,5,1,M,Escola Pública,Veterano,Quartzo,3.017,0,1.3,5.6,0,6.9,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,5.1,5,Nível 2 (5o e 6o ano),-1,2,U,2020,Não,6.41035575757576,658,119,11,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,7.78787878787879,7.5,2.5,2,3,,3,6.25,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7.38889,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-62,12,0,2L,Não,6.33000133333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667999999999,6.9,7.5,3.5,7.08333333333333,7.5,5,2,L,Escola Pública,Veterano,Ágata,5.704,8.5,4.6,7.5,3.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,5,Nível 3 (7o e 8o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,J,2022,Não,6.6838213294347,594,163,13,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.54410331384016,5.625,5.08333333333333,6,4.16666666666667,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6.91666,5,Fase 1 (4º ano)
,ALUNO-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,M,2022,Não,4.66493138888889,839,137,16,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,3.61111111111111,7.5,2.83333333333333,5.66666666666667,2.66666666666667,0.166666666666667,4,4.84375,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Não,3.8333325,5,Fase 5 (1º EM)
,ALUNO-65,,,,,,,,,,,,,,,,,,0,R,Escola Pública,Ingressante,Topázio,8.438,10,10,7.5,6.9,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Sim,10,5,Nível 1 (4o ano),-1,1,K,2021,Sim,7.98750311111111,146,37,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.55555555555556,5.625,8.16666666666667,8.16666666666667,8.16666666666667,,3,6.25,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não,Sim,8.77778333333333,5,Fase 2 (5º e 6º ano)
,ALUNO-66,,,,,,,,,,,,,,,,,,2,E,Escola Pública,Ingressante,Ágata,6.875,8,6.3,7.5,5.9,8.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.7,5,Nível 3 (7o e 8o ano),-1,3,D,2021,Não,7.1718745,442,53,3,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.66667,5.78472222222222,7.5,7.77777777777778,5.66666666666667,7.66666666666667,10,4,7.34375,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Não,6.5416625,10,Fase 3 (7º e 8º ano)
,ALUNO-67,,,,,,,,,,,,,,,,,,1,J,Escola Pública,Ingressante,Quartzo,4.939,7.4,3.3,7.5,1.1,8.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.1,5,Nível 2 (5o e 6o ano),-1,1,G,2021,Não,6.77019276942356,564,138,5,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.00002,7.88220551378446,5,5.58333333333333,3.33333333333333,7.83333333333333,,2,5.9375,Promovido de Fase,Promovido de Fase,,,Não,Não,7.916665,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-68,10,0,1F,Não,5.988752,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,7.6,7.5,0,7.1875,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,2022,Não,7.59829721927348,272,76,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,7.54564276303407,7.5,7.88333333333333,9.6,6.16666666666667,,2,5.625,Promovido de Fase + Bolsa,Mantido na Fase atual,,,Sim,Sim,8.5,5,Fase 1 (4º ano)
,ALUNO-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,Não,8.20555733333333,84,10,2,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.83333333333333,7.5,6.5,7,6,,3,6.66666666666667,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Não,Sim,8.61111,10,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-71,10,1,0A,Não,7.550001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,10,5,9.5,2.5,7.749995,5,0,J,Escola Pública,Veterano,#NULO!,#NULO!,7.4,0,5,3.6,0,Não avaliado,Não avaliado,Não avaliado,Não avaliado,#NULO!,0,5,Nível 2 (5o e 6o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,D,2022,Não,7.72884383363581,227,62,5,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.50002,8.60254083484574,8.125,8.83333333333333,9.16666666666667,8.5,,2,5.625,Promovido de Fase,Promovido de Fase,,,Não,Não,8.083335,5,Fase 1 (4º ano)
,ALUNO-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,L,2022,Não,6.71204477350427,586,54,13,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,6.99252136752137,7.5,6.5,4,7,8.5,4,6.71875,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,6.2916575,5,Fase 6 (2º EM)
,ALUNO-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,B,2022,Não,6.68472272222222,593,55,10,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.25,6.875,6.11111111111111,4.66666666666667,6.66666666666667,7,4,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Não,7.4166675,5,Fase 5 (1º EM)
Rede Decisão/União,ALUNO-75,11,1,3L,Sim,9.687504,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,10,10,9,9.375,9.75001,10,4,L,Rede Decisão,Veterano,Topázio,9.108,10,9.2,7.5,8.5,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.7,10,Nível 3 (7o e 8o ano),1,5,L,2019,Sim,9.44152185714286,1,1,1,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.66071428571429,9.375,8.5,7.66666666666667,8,9.83333333333333,4,9.21875,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não,Sim,9.75001,10,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-76,7,0,0B,Não,8.958334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.91668,10,10,10,7.5,6.58333,10,1,B,Escola Pública,Veterano,Topázio,8.869,10,10,7.5,7.6,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.2,10,ALFA  (2o e 3o ano),1,1,B,2020,Não,8.30617528395062,61,12,1,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.41975308641975,7.5,7.16666666666667,7.33333333333333,7,,3,5.83333333333333,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Não,Não,8.27778,10,Fase 1 (4º ano)
,ALUNO-77,,,,,,,,,,,,,,,,,,0,J,Escola Pública,Ingressante,Ametista,7.854,9.5,10,7.5,6.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.1,5,Nível 1 (4o ano),-1,0,I,2021,Não,7.90166322004357,169,46,1,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.23747276688453,8.75,8.33333333333333,8.66666666666667,8,,2,5.625,Promovido de Fase,Promovido de Fase,,,Não,Não,8.25,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-78,10,3,1A,Não,7.352085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9,7.5,5.5,7.1875,7.666665,5,1,B,Escola Pública,Ingressante,Ágata,6.339,8.9,9.2,7.5,2.6,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.6,5,Nível 2 (5o e 6o ano),-1,1,D,2017,Não,7.60438730734633,271,70,8,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.91668,9.48025987006497,7.5,7.66666666666667,7.83333333333333,7.5,,3,6.66666666666667,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Não,7.83333666666667,5,Fase 3 (7º e 8º ano)
,ALUNO-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,2022,Não,7.11049432611833,452,55,9,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,7.46392496392496,7.5,3.66666666666667,4,4,3,4,7.34375,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,7.20833,10,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-80,10,1,2N,Não,6.49972333333333,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.91667999999999,9.2,7.5,0,7.29166666666666,7.44444333333333,10,,,,,,,,,,,,,,,,,,,,,2,K,2022,Não,6.58009325925926,633,110,9,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.83334,9.2962962962963,5.625,4.25,3,5.5,,3,6.25,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7.5,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-81,15,1,4L,Sim,7.386391,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,5.41667,8.8,7.5,6,8.125,9.11112,5,5,L,Rede Decisão,Veterano,Ágata,6.188,6.3,5.8,2.5,6.5,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não,7.7,5,Nível 6 (2o EM),-1,6,A,2019,Sim,7.47420250655625,327,10,10,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,7.40295031055901,8.125,6.65555555555556,9,3.13333333333333,7.83333333333333,4,7.5,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase,Não,Sim,8.83333666666667,5,Fase 7 (3º EM)
